id,feature_ids,scenario,role_preconditions,environment,verification_level,outcome,evidence,limitations,findings,prior_outcome,evidence_use,new_execution_this_round,blocker_expression,feature_specific_requirements,lower_level_option_not_full_flow,live_provider_access_required,operational_task_outcome,operational_block_reason,operational_new_evidence,source_head
FLOW-HTTP-metrics,HTTP-metrics,Representative full-path contract for /metrics,enabled loopback health service,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/infrastructure/webhook_security.rs:169,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND OBS-HTTP,OBS-HTTP,,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-HTTP-webhook,HTTP-webhook,Representative full-path contract for /webhook,webhook mode and matching secret,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/main.rs:653,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND OBS-HTTP AND TG-01 AND IDENTITY-01 AND DB-01,OBS-HTTP;TG-01;IDENTITY-01;DB-01,,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-INT-telegram,INT-telegram,Representative full-path contract for Telegram Bot API,authorized provider sandbox; no real messages/transactions,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/main.rs:425,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND QUEUE-01 AND DB-01,TG-01;QUEUE-01;DB-01,An approved adapter test may add partial evidence; genuine provider access is not necessary for the authorized mocked scope.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-INT-kaspa-wrpc,INT-kaspa-wrpc,Representative full-path contract for Kaspa wRPC queries and notifications,authorized provider sandbox; no real messages/transactions,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/infrastructure/node/kaspa_adapter.rs:8,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND NODE-01 AND DB-01,NODE-01;DB-01,An approved adapter test may add partial evidence; genuine provider access is not necessary for the authorized mocked scope.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-INT-coingecko-current,INT-coingecko-current,Representative full-path contract for COINGECKO_API_URL,authorized provider sandbox; no real messages/transactions,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/infrastructure/market/coingecko_adapter.rs:41,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND MARKET-01,MARKET-01,An approved adapter test may add partial evidence; genuine provider access is not necessary for the authorized mocked scope.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-INT-coingecko-history,INT-coingecko-history,Representative full-path contract for COINGECKO_MARKET_CHART_RANGE_URL,authorized provider sandbox; no real messages/transactions,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/infrastructure/market/coingecko_adapter.rs:117,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND MARKET-01 AND DB-01 AND CLOCK-01,MARKET-01;DB-01;CLOCK-01,An approved adapter test may add partial evidence; genuine provider access is not necessary for the authorized mocked scope.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-INT-kaspa-price,INT-kaspa-price,Representative full-path contract for Kaspa.org price feed,authorized provider sandbox; no real messages/transactions,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/infrastructure/external_services/system.rs:85,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND MARKET-01,MARKET-01,An approved adapter test may add partial evidence; genuine provider access is not necessary for the authorized mocked scope.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-INT-kaspa-marketcap,INT-kaspa-marketcap,Representative full-path contract for Kaspa.org market cap feed,authorized provider sandbox; no real messages/transactions,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/infrastructure/external_services/system.rs:87,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND MARKET-01,MARKET-01,An approved adapter test may add partial evidence; genuine provider access is not necessary for the authorized mocked scope.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-INT-kaspa-fees,INT-kaspa-fees,Representative full-path contract for Kaspa.org fee estimates,authorized provider sandbox; no real messages/transactions,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/network.rs:218,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND FEE-01 AND TG-01,FEE-01;TG-01,An approved adapter test may add partial evidence; genuine provider access is not necessary for the authorized mocked scope.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-LIFE-startup,LIFE-startup,Representative full-path contract for startup validation and command synchronization,isolated application process with synthetic state,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/main.rs:281,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND DB-01 AND TG-01 AND NODE-01 AND OBS-HTTP,DB-01;TG-01;NODE-01;OBS-HTTP,,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-LIFE-settings,LIFE-settings,Representative full-path contract for persisted settings load at startup,isolated application process with synthetic state,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/infrastructure/database/settings_repo.rs:49,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND DB-01 AND TG-01 AND IDENTITY-01 AND SIGNAL-01,DB-01;TG-01;IDENTITY-01;SIGNAL-01,,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-LIFE-shutdown,LIFE-shutdown,Representative full-path contract for SIGTERM/dispatcher/worker shutdown,isolated application process with synthetic state,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/main.rs:195,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND DB-01 AND SIGNAL-01 AND NODE-01,DB-01;SIGNAL-01;NODE-01;PRE-PG,,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-LIFE-pool-close,LIFE-pool-close,Representative full-path contract for SQLx pool close after shutdown,isolated application process with synthetic state,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/infrastructure/database/mod.rs:15,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND DB-01 AND SIGNAL-01 AND NODE-01,DB-01;SIGNAL-01;NODE-01;PRE-PG,,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-LIFE-panic-marker,LIFE-panic-marker,Representative full-path contract for panic marker file recovery,isolated application process with synthetic state,Required: isolated full application / approved provider sandbox,DATABASE_INTEGRATION_VERIFIED,VERIFIED_PASS,src/main.rs panic_marker_recovery_tests; local-fixes-20260914-03/final-qualification-v5.log,Actual repository persistence/removal and failure-retention tested against isolated PostgreSQL. Full process restart journey remains blocked and is not claimed as FULL_BOT_JOURNEY.,,NOT_TESTED,NEW_EXECUTION_THIS_ROUND,YES,,,,NO_FOR_SIMULATED_SCOPE,VERIFIED_PASS,,Reused prior evidence; source unchanged at exact qualified head.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-EVENT-chat-member,EVENT-chat-member,Representative full-path contract for my_chat_member,Telegram chat-member update,Required: isolated full application / approved provider sandbox,IN_PROCESS_INTEGRATION_VERIFIED,VERIFIED_PASS,callback_execution_tests::my_chat_member_filter_dispatches_to_application_handler; final-qualification-v5.log,Teloxide dptree filter dispatch and actual application handler verified with synthetic update; no live Telegram ingress/full bot listener.,,NOT_TESTED,NEW_EXECUTION_THIS_ROUND,YES,,,,NO_FOR_SIMULATED_SCOPE,VERIFIED_PASS,,Reused prior evidence; source unchanged at exact qualified head.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
COMP-001,CMD-add,Wallet addition is idempotent,Synthetic fixtures; application role where DB-backed,kas; isolated audit_ci/PostgreSQL namespace and disposable migration-test DBs,LOCAL_POSTGRES_BACKEND,VERIFIED_PASS,local-fixes-20260914-02/final-suite.log:416; test=wallet_add_is_idempotent_for_the_same_chat_and_wallet,Reused prior execution at unchanged source fingerprint; original log hashes revalidated. Only named lower-layer assertion is proven; not a new run or full Telegram journey.,,VERIFIED_PASS,REEXECUTED_ON_CHANGED_FINAL_SOURCE,YES,,,,NO_FOR_SIMULATED_SCOPE,VERIFIED_PASS,,Reused prior evidence; source unchanged at exact qualified head.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
COMP-002,"CMD-add,CMD-list",Distinct chats may track the same wallet,Synthetic fixtures; application role where DB-backed,kas; isolated audit_ci/PostgreSQL namespace and disposable migration-test DBs,LOCAL_POSTGRES_BACKEND,VERIFIED_PASS,local-fixes-20260914-02/final-suite.log:415; test=the_same_wallet_can_be_tracked_by_distinct_chats,Reused prior execution at unchanged source fingerprint; original log hashes revalidated. Only named lower-layer assertion is proven; not a new run or full Telegram journey.,,VERIFIED_PASS,REEXECUTED_ON_CHANGED_FINAL_SOURCE,YES,,,,NO_FOR_SIMULATED_SCOPE,VERIFIED_PASS,,Reused prior evidence; source unchanged at exact qualified head.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
COMP-003,CMD-remove,Remove only the exact chat-wallet pair,Synthetic fixtures; application role where DB-backed,kas; isolated audit_ci/PostgreSQL namespace and disposable migration-test DBs,LOCAL_POSTGRES_BACKEND,VERIFIED_PASS,local-fixes-20260914-02/final-suite.log:417; test=wallet_remove_deletes_only_the_exact_chat_wallet_pair,Reused prior execution at unchanged source fingerprint; original log hashes revalidated. Only named lower-layer assertion is proven; not a new run or full Telegram journey.,,VERIFIED_PASS,REEXECUTED_ON_CHANGED_FINAL_SOURCE,YES,,,,NO_FOR_SIMULATED_SCOPE,VERIFIED_PASS,,Reused prior evidence; source unchanged at exact qualified head.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
COMP-004,CMD-remove,Distinguish removed from not-found on repeated removal,Synthetic fixtures; application role where DB-backed,kas; isolated audit_ci/PostgreSQL namespace and disposable migration-test DBs,LOCAL_POSTGRES_BACKEND,VERIFIED_PASS,local-fixes-20260914-02/final-suite.log:289; test=f07_remove_wallet_distinguishes_removed_from_not_found,Reused prior execution at unchanged source fingerprint; original log hashes revalidated. Only named lower-layer assertion is proven; not a new run or full Telegram journey.,,VERIFIED_PASS,REEXECUTED_ON_CHANGED_FINAL_SOURCE,YES,,,,NO_FOR_SIMULATED_SCOPE,VERIFIED_PASS,,Reused prior evidence; source unchanged at exact qualified head.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
COMP-005,CMD-forget_all,Delete all allowed user links and orphan wallet data,Synthetic fixtures; application role where DB-backed,kas; isolated audit_ci/PostgreSQL namespace and disposable migration-test DBs,LOCAL_POSTGRES_BACKEND,VERIFIED_PASS,local-fixes-20260914-02/final-suite.log:288; test=f01_forget_all_removes_every_allowed_user_link_and_orphan_wallet_state,Reused prior execution at unchanged source fingerprint; original log hashes revalidated. Only named lower-layer assertion is proven; not a new run or full Telegram journey.,,VERIFIED_PASS,REEXECUTED_ON_CHANGED_FINAL_SOURCE,YES,,,,NO_FOR_SIMULATED_SCOPE,VERIFIED_PASS,,Reused prior evidence; source unchanged at exact qualified head.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
COMP-006,"CMD-forget_all,CMD-add",Concurrent subscriber preserves shared wallet state during deletion,Synthetic fixtures; application role where DB-backed,kas; isolated audit_ci/PostgreSQL namespace and disposable migration-test DBs,LOCAL_POSTGRES_BACKEND,VERIFIED_PASS,local-fixes-20260914-02/final-suite.log:259; test=f01_concurrent_subscriber_keeps_shared_wallet_state,Reused prior execution at unchanged source fingerprint; original log hashes revalidated. Only named lower-layer assertion is proven; not a new run or full Telegram journey.,,VERIFIED_PASS,REEXECUTED_ON_CHANGED_FINAL_SOURCE,YES,,,,NO_FOR_SIMULATED_SCOPE,VERIFIED_PASS,,Reused prior evidence; source unchanged at exact qualified head.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
COMP-007,CMD-add,Concurrent additions respect per-user quota,Synthetic fixtures; application role where DB-backed,kas; isolated audit_ci/PostgreSQL namespace and disposable migration-test DBs,LOCAL_POSTGRES_BACKEND,VERIFIED_PASS,local-fixes-20260914-02/final-suite.log:274; test=concurrent_wallet_additions_cannot_exceed_per_user_limit,Reused prior execution at unchanged source fingerprint; original log hashes revalidated. Only named lower-layer assertion is proven; not a new run or full Telegram journey.,,VERIFIED_PASS,REEXECUTED_ON_CHANGED_FINAL_SOURCE,YES,,,,NO_FOR_SIMULATED_SCOPE,VERIFIED_PASS,,Reused prior evidence; source unchanged at exact qualified head.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
COMP-008,"CB-wp,CB-wrd",Stale wallet token cannot retarget after list changes,Synthetic fixtures; application role where DB-backed,kas; isolated audit_ci/PostgreSQL namespace and disposable migration-test DBs,LOCAL_POSTGRES_AND_TOKEN_LOGIC,VERIFIED_PASS,local-fixes-20260914-02/final-suite.log:286; test=f02_stale_wallet_callback_cannot_retarget_after_list_changes,Reused prior execution at unchanged source fingerprint; original log hashes revalidated. Only named lower-layer assertion is proven; not a new run or full Telegram journey.,,VERIFIED_PASS,REEXECUTED_ON_CHANGED_FINAL_SOURCE,YES,,,,NO_FOR_SIMULATED_SCOPE,VERIFIED_PASS,,Reused prior evidence; source unchanged at exact qualified head.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
COMP-009,JOB-telegram_delivery_worker,Atomic dedup/seen/recipient outbox commit,Synthetic fixtures; application role where DB-backed,kas; isolated audit_ci/PostgreSQL namespace and disposable migration-test DBs,LOCAL_POSTGRES_BACKEND,VERIFIED_PASS,local-fixes-20260914-02/final-suite.log:464; test=commits_dedup_seen_and_recipient_queue_rows_atomically,Reused prior execution at unchanged source fingerprint; original log hashes revalidated. Only named lower-layer assertion is proven; not a new run or full Telegram journey.,,VERIFIED_PASS,REEXECUTED_ON_CHANGED_FINAL_SOURCE,YES,,,,NO_FOR_SIMULATED_SCOPE,VERIFIED_PASS,,Reused prior evidence; source unchanged at exact qualified head.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
COMP-010,JOB-telegram_delivery_worker,Duplicate outbox submission does not duplicate recipient rows,Synthetic fixtures; application role where DB-backed,kas; isolated audit_ci/PostgreSQL namespace and disposable migration-test DBs,LOCAL_POSTGRES_BACKEND,VERIFIED_PASS,local-fixes-20260914-02/final-suite.log:468; test=repeated_commit_does_not_duplicate_queue_rows,Reused prior execution at unchanged source fingerprint; original log hashes revalidated. Only named lower-layer assertion is proven; not a new run or full Telegram journey.,,VERIFIED_PASS,REEXECUTED_ON_CHANGED_FINAL_SOURCE,YES,,,,NO_FOR_SIMULATED_SCOPE,VERIFIED_PASS,,Reused prior evidence; source unchanged at exact qualified head.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
COMP-011,JOB-telegram_delivery_worker,Forced queue insert failure rolls back dedup and seen state,Synthetic fixtures; application role where DB-backed,kas; isolated audit_ci/PostgreSQL namespace and disposable migration-test DBs,LOCAL_POSTGRES_FAILURE_INJECTION,VERIFIED_PASS,local-fixes-20260914-02/final-suite.log:466; test=queue_insert_failure_rolls_back_dedup_and_seen,Reused prior execution at unchanged source fingerprint; original log hashes revalidated. Only named lower-layer assertion is proven; not a new run or full Telegram journey.,,VERIFIED_PASS,REEXECUTED_ON_CHANGED_FINAL_SOURCE,YES,,,,NO_FOR_SIMULATED_SCOPE,VERIFIED_PASS,,Reused prior evidence; source unchanged at exact qualified head.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
COMP-012,JOB-telegram_delivery_worker,Reconcile existing dedup entry lacking queue row,Synthetic fixtures; application role where DB-backed,kas; isolated audit_ci/PostgreSQL namespace and disposable migration-test DBs,LOCAL_POSTGRES_BACKEND,VERIFIED_PASS,local-fixes-20260914-02/final-suite.log:462; test=existing_dedup_without_queue_is_reconciled,Reused prior execution at unchanged source fingerprint; original log hashes revalidated. Only named lower-layer assertion is proven; not a new run or full Telegram journey.,,VERIFIED_PASS,REEXECUTED_ON_CHANGED_FINAL_SOURCE,YES,,,,NO_FOR_SIMULATED_SCOPE,VERIFIED_PASS,,Reused prior evidence; source unchanged at exact qualified head.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
COMP-013,CMD-mute_alerts,Disabled delivery records dedup/seen but no queue rows,Synthetic fixtures; application role where DB-backed,kas; isolated audit_ci/PostgreSQL namespace and disposable migration-test DBs,LOCAL_POSTGRES_BACKEND,VERIFIED_PASS,local-fixes-20260914-02/final-suite.log:461; test=disabled_delivery_commits_dedup_and_seen_without_queue_rows,Reused prior execution at unchanged source fingerprint; original log hashes revalidated. Only named lower-layer assertion is proven; not a new run or full Telegram journey.,,VERIFIED_PASS,REEXECUTED_ON_CHANGED_FINAL_SOURCE,YES,,,,NO_FOR_SIMULATED_SCOPE,VERIFIED_PASS,,Reused prior evidence; source unchanged at exact qualified head.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
COMP-014,JOB-utxo_monitor_task,Concurrent alert claims have a single winner,Synthetic fixtures; application role where DB-backed,kas; isolated audit_ci/PostgreSQL namespace and disposable migration-test DBs,LOCAL_POSTGRES_BACKEND,VERIFIED_PASS,local-fixes-20260914-02/final-suite.log:408; test=concurrent_alert_claims_allow_exactly_one_winner,Reused prior execution at unchanged source fingerprint; original log hashes revalidated. Only named lower-layer assertion is proven; not a new run or full Telegram journey.,,VERIFIED_PASS,REEXECUTED_ON_CHANGED_FINAL_SOURCE,YES,,,,NO_FOR_SIMULATED_SCOPE,VERIFIED_PASS,,Reused prior evidence; source unchanged at exact qualified head.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
COMP-015,JOB-telegram_delivery_worker,Fresh processing row is not claimed twice,Synthetic fixtures; application role where DB-backed,kas; isolated audit_ci/PostgreSQL namespace and disposable migration-test DBs,LOCAL_POSTGRES_BACKEND,VERIFIED_PASS,local-fixes-20260914-02/final-suite.log:404; test=a_fresh_processing_message_is_not_claimed_twice,Reused prior execution at unchanged source fingerprint; original log hashes revalidated. Only named lower-layer assertion is proven; not a new run or full Telegram journey.,,VERIFIED_PASS,REEXECUTED_ON_CHANGED_FINAL_SOURCE,YES,,,,NO_FOR_SIMULATED_SCOPE,VERIFIED_PASS,,Reused prior evidence; source unchanged at exact qualified head.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
COMP-016,JOB-telegram_delivery_worker,Stale processing row can be reclaimed,Synthetic fixtures; application role where DB-backed,kas; isolated audit_ci/PostgreSQL namespace and disposable migration-test DBs,LOCAL_POSTGRES_BACKEND,VERIFIED_PASS,local-fixes-20260914-02/final-suite.log:405; test=a_stale_processing_message_is_reclaimed_after_the_worker_crash_window,Reused prior execution at unchanged source fingerprint; original log hashes revalidated. Only named lower-layer assertion is proven; not a new run or full Telegram journey.,,VERIFIED_PASS,REEXECUTED_ON_CHANGED_FINAL_SOURCE,YES,,,,NO_FOR_SIMULATED_SCOPE,VERIFIED_PASS,,Reused prior evidence; source unchanged at exact qualified head.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
COMP-017,JOB-telegram_delivery_worker,Mark sent clears processing locks,Synthetic fixtures; application role where DB-backed,kas; isolated audit_ci/PostgreSQL namespace and disposable migration-test DBs,LOCAL_POSTGRES_BACKEND,VERIFIED_PASS,local-fixes-20260914-02/final-suite.log:410; test=mark_sent_finishes_the_processing_row_and_clears_its_lock,Reused prior execution at unchanged source fingerprint; original log hashes revalidated. Only named lower-layer assertion is proven; not a new run or full Telegram journey.,,VERIFIED_PASS,REEXECUTED_ON_CHANGED_FINAL_SOURCE,YES,,,,NO_FOR_SIMULATED_SCOPE,VERIFIED_PASS,,Reused prior evidence; source unchanged at exact qualified head.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
COMP-018,JOB-telegram_delivery_worker,Repeated delivery failures back off and become terminal,Synthetic fixtures; application role where DB-backed,kas; isolated audit_ci/PostgreSQL namespace and disposable migration-test DBs,LOCAL_POSTGRES_BACKEND,VERIFIED_PASS,local-fixes-20260914-02/final-suite.log:412; test=repeated_delivery_failures_back_off_then_become_terminal,Reused prior execution at unchanged source fingerprint; original log hashes revalidated. Only named lower-layer assertion is proven; not a new run or full Telegram journey.,,VERIFIED_PASS,REEXECUTED_ON_CHANGED_FINAL_SOURCE,YES,,,,NO_FOR_SIMULATED_SCOPE,VERIFIED_PASS,,Reused prior evidence; source unchanged at exact qualified head.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
COMP-019,HTTP-readyz,Queue metrics distinguish recent and historical failures,Synthetic fixtures; application role where DB-backed,kas; isolated audit_ci/PostgreSQL namespace and disposable migration-test DBs,LOCAL_POSTGRES_BACKEND,VERIFIED_PASS,local-fixes-20260914-02/final-suite.log:411; test=queue_stats_separate_historical_and_recent_terminal_failures,Reused prior execution at unchanged source fingerprint; original log hashes revalidated. Only named lower-layer assertion is proven; not a new run or full Telegram journey.,,VERIFIED_PASS,REEXECUTED_ON_CHANGED_FINAL_SOURCE,YES,,,,NO_FOR_SIMULATED_SCOPE,VERIFIED_PASS,,Reused prior evidence; source unchanged at exact qualified head.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
